,rise,geoid_tract,U7B001,U7C005,U7B004,U7C002,U7G001,state_code,state_name,U7B001_total,U7B001_percentage
50079,9,51740213103,618,150,392,38,332,VA,Virginia,6719,9.2
57800,10,51740213103,903,295,484,51,445,VA,Virginia,6719,13.4
42655,8,51800075402,42,14,25,4,13,VA,Virginia,4572,0.9
50095,9,51800075402,42,14,25,4,13,VA,Virginia,4572,0.9
57817,10,51800075402,42,14,25,4,13,VA,Virginia,4572,0.9
42664,8,51810041003,77,56,13,5,32,VA,Virginia,3534,2.2
50104,9,51810041003,77,56,13,5,32,VA,Virginia,3534,2.2
57828,10,51810041003,1188,811,132,86,467,VA,Virginia,3534,33.6
42668,8,51810041801,800,474,99,131,268,VA,Virginia,5184,15.4
50108,9,51810041801,4436,3067,474,472,2074,VA,Virginia,5184,85.6
57833,10,51810041801,4792,3328,502,500,2273,VA,Virginia,5184,92.4
42695,8,51810045405,666,291,191,66,242,VA,Virginia,4579,14.5
50136,9,51810045405,2589,1065,793,270,1019,VA,Virginia,4579,56.5
57861,10,51810045405,4579,1793,1431,481,1815,VA,Virginia,4579,100.0
42722,8,51810046006,188,131,19,10,69,VA,Virginia,4379,4.3
50165,9,51810046006,1446,941,216,118,538,VA,Virginia,4379,33.0
57891,10,51810046006,2705,1864,286,194,992,VA,Virginia,4379,61.8
42727,8,51810046013,145,72,35,12,63,VA,Virginia,4460,3.3
50170,9,51810046013,145,72,35,12,63,VA,Virginia,4460,3.3
57896,10,51810046013,584,200,213,74,235,VA,Virginia,4460,13.1
42732,8,51810046207,686,397,155,23,263,VA,Virginia,6204,11.1
50175,9,51810046207,686,397,155,23,263,VA,Virginia,6204,11.1
57902,10,51810046207,686,397,155,23,263,VA,Virginia,6204,11.1
42740,8,51810046223,179,154,1,10,83,VA,Virginia,2685,6.7
50185,9,51810046223,179,154,1,10,83,VA,Virginia,2685,6.7
57912,10,51810046223,1271,742,199,92,451,VA,Virginia,2685,47.3
42748,8,53009001300,41,39,0,0,20,WA,Washington,3176,1.3
50194,9,53009001300,41,39,0,0,20,WA,Washington,3176,1.3
57921,10,53009001300,41,39,0,0,20,WA,Washington,3176,1.3
42754,8,53011040203,27,24,0,2,9,WA,Washington,5642,0.5
50200,9,53011040203,27,24,0,2,9,WA,Washington,5642,0.5
57928,10,53011040203,27,24,0,2,9,WA,Washington,5642,0.5
42757,8,53011040905,15,13,0,2,4,WA,Washington,3471,0.4
50204,9,53011040905,15,13,0,2,4,WA,Washington,3471,0.4
57932,10,53011040905,15,13,0,2,4,WA,Washington,3471,0.4
42778,8,53015001300,222,154,8,37,76,WA,Washington,3819,5.8
50226,9,53015001300,1286,929,13,187,465,WA,Washington,3819,33.7
57954,10,53015001300,1451,1051,13,208,531,WA,Washington,3819,38.0
42825,8,53033008001,94,56,1,14,62,WA,Washington,7529,1.2
50280,9,53033008001,94,56,1,14,62,WA,Washington,7529,1.2
58008,10,53033008001,94,56,1,14,62,WA,Washington,7529,1.2
42844,8,53033027800,26,12,3,1,6,WA,Washington,3316,0.8
50305,9,53033027800,26,12,3,1,6,WA,Washington,3316,0.8
58034,10,53033027800,430,364,14,8,222,WA,Washington,3316,13.0
42847,8,53033030003,57,38,1,7,32,WA,Washington,6592,0.9
50308,9,53033030003,57,38,1,7,32,WA,Washington,6592,0.9
58037,10,53033030003,57,38,1,7,32,WA,Washington,6592,0.9
42869,8,53035091800,24,12,0,6,3,WA,Washington,2997,0.8
50330,9,53035091800,24,12,0,6,3,WA,Washington,2997,0.8
58059,10,53035091800,24,12,0,6,3,WA,Washington,2997,0.8
42899,8,53053061001,201,147,7,21,100,WA,Washington,4026,5.0
50362,9,53053061001,201,147,7,21,100,WA,Washington,4026,5.0
58092,10,53053061001,201,147,7,21,100,WA,Washington,4026,5.0
42962,8,53067010600,7,6,0,1,2,WA,Washington,6474,0.1
50429,9,53067010600,7,6,0,1,2,WA,Washington,6474,0.1
58161,10,53067010600,7,6,0,1,2,WA,Washington,6474,0.1
42966,8,53067012100,26,13,0,8,7,WA,Washington,4478,0.6
50433,9,53067012100,26,13,0,8,7,WA,Washington,4478,0.6
58165,10,53067012100,26,13,0,8,7,WA,Washington,4478,0.6
42979,8,53073010502,30,20,0,3,5,WA,Washington,9009,0.3
50448,9,53073010502,30,20,0,3,5,WA,Washington,9009,0.3
58181,10,53073010502,24,16,0,3,3,WA,Washington,9009,0.3
42986,9,01003010703,170,155,4,4,66,AL,Alabama,23235,0.7
50455,10,01003010703,170,155,4,4,66,AL,Alabama,23235,0.7
42991,9,01003011102,10,6,0,4,3,AL,Alabama,5682,0.2
50460,10,01003011102,10,6,0,4,3,AL,Alabama,5682,0.2
43008,9,01097000600,63,0,63,0,37,AL,Alabama,1512,4.2
50477,10,01097000600,63,0,63,0,37,AL,Alabama,1512,4.2
43009,9,01097000800,17,0,16,0,8,AL,Alabama,4112,0.4
50478,10,01097000800,17,0,16,0,8,AL,Alabama,4112,0.4
43010,9,01097001100,13,1,11,0,4,AL,Alabama,2141,0.6
50479,10,01097001100,523,1,503,0,275,AL,Alabama,2141,24.4
43041,9,06001402600,11,4,0,4,0,CA,California,1226,0.9
50512,10,06001402600,11,4,0,4,0,CA,California,1226,0.9
43060,9,06001409100,235,4,71,139,61,CA,California,2472,9.5
50531,10,06001409100,633,9,172,407,156,CA,California,2472,25.6
43077,9,06001427900,4744,2367,213,642,2228,CA,California,4744,100.0
50548,10,06001427900,4744,2367,213,642,2228,CA,California,4744,100.0
43078,9,06001428000,2997,986,191,481,1447,CA,California,2997,100.0
50549,10,06001428000,2997,986,191,481,1447,CA,California,2997,100.0
43095,9,06001438100,548,82,45,149,169,CA,California,7807,7.0
50566,10,06001438100,548,82,45,149,169,CA,California,7807,7.0
43128,9,06013320004,365,152,17,55,145,CA,California,7047,5.2
50600,10,06013320004,365,152,17,55,145,CA,California,7047,5.2
43182,9,06037296210,9,1,0,5,3,CA,California,2976,0.3
50658,10,06037296210,241,59,42,116,151,CA,California,2976,8.1
43190,9,06037573002,900,40,133,642,328,CA,California,3484,25.8
50668,10,06037573002,2387,98,340,1731,804,CA,California,3484,68.5
43196,9,06037574601,1007,374,63,275,9,CA,California,2040,49.4
50675,10,06037574601,1007,374,63,275,9,CA,California,2040,49.4
43204,9,06037576602,1237,745,99,184,898,CA,California,4403,28.1
50684,10,06037576602,1237,745,99,184,898,CA,California,4403,28.1
43343,9,06059099411,1316,491,16,610,429,CA,California,5569,23.6
50830,10,06059099411,1316,491,16,610,429,CA,California,5569,23.6
43363,9,06073003601,765,27,41,666,211,CA,California,2951,25.9
50854,10,06073003601,765,27,41,666,211,CA,California,2951,25.9
43382,9,06073007702,12,6,3,2,0,CA,California,3849,0.3
50873,10,06073007702,12,6,3,2,0,CA,California,3849,0.3
43388,9,06073008327,16,2,0,0,2,CA,California,6247,0.3
50879,10,06073008327,16,2,0,0,2,CA,California,6247,0.3
43390,9,06073009106,46,28,0,7,33,CA,California,5976,0.8
50881,10,06073009106,73,28,2,19,34,CA,California,5976,1.2
43415,9,06073018601,45,4,1,18,1,CA,California,4622,1.0
50907,10,06073018601,45,4,1,18,1,CA,California,4622,1.0
43442,9,06075980300,17,6,1,4,0,CA,California,284,6.0
50935,10,06075980300,17,6,1,4,0,CA,California,284,6.0
43447,9,06079010602,11,6,0,3,5,CA,California,3956,0.3
50941,10,06079010602,11,6,0,3,5,CA,California,3956,0.3
43459,9,06081603000,254,142,1,48,141,CA,California,4597,5.5
50955,10,06081603000,359,197,1,70,211,CA,California,4597,7.8
43465,9,06081605000,273,113,12,51,3,CA,California,8603,3.2
50961,10,06081605000,273,113,12,51,3,CA,California,8603,3.2
43469,9,06081605900,379,94,0,226,102,CA,California,6256,6.1
50965,10,06081605900,379,94,0,226,102,CA,California,6256,6.1
43516,9,06083001000,6,0,0,6,0,CA,California,5769,0.1
51014,10,06083001000,6,0,0,6,0,CA,California,5769,0.1
43551,9,06085510900,1244,529,14,49,511,CA,California,5404,23.0
51053,10,06085510900,1388,593,16,51,573,CA,California,5404,25.7
43554,9,06087100700,161,96,8,47,3,CA,California,2520,6.4
51056,10,06087100700,203,105,9,66,8,CA,California,2520,8.1
43560,9,06087120200,16,13,0,2,4,CA,California,4680,0.3
51063,10,06087120200,16,13,0,2,4,CA,California,4680,0.3
43584,9,06095252501,47,3,5,36,16,CA,California,2870,1.6
51088,10,06095252501,47,3,5,36,16,CA,California,2870,1.6
43590,9,06095252705,830,198,126,264,250,CA,California,6144,13.5
51094,10,06095252705,976,234,152,337,289,CA,California,6144,15.9
43603,9,06111003605,757,266,26,350,359,CA,California,9005,8.4
51107,10,06111003605,757,266,26,350,359,CA,California,9005,8.4
43616,9,06111007300,195,151,0,29,203,CA,California,2097,9.3
51120,10,06111007300,195,151,0,29,203,CA,California,2097,9.3
43617,9,09001010400,208,150,2,18,89,CT,Connecticut,5716,3.6
51121,10,09001010400,208,150,2,18,89,CT,Connecticut,5716,3.6
43639,9,09001044500,53,6,3,39,11,CT,Connecticut,3672,1.4
51143,10,09001044500,241,36,73,102,87,CT,Connecticut,3672,6.6
43672,9,09001110201,17,8,1,4,9,CT,Connecticut,4763,0.4
51176,10,09001110201,17,8,1,4,9,CT,Connecticut,4763,0.4
43676,9,09003510100,404,96,129,159,157,CT,Connecticut,2224,18.2
51184,10,09003510100,404,96,129,159,157,CT,Connecticut,2224,18.2
43678,9,09003510600,17,0,11,5,1,CT,Connecticut,4984,0.3
51186,10,09003510600,17,0,11,5,1,CT,Connecticut,4984,0.3
43679,9,09003510800,185,125,12,30,109,CT,Connecticut,3124,5.9
51187,10,09003510800,185,125,12,30,109,CT,Connecticut,3124,5.9
43702,9,09009141300,82,5,45,34,28,CT,Connecticut,6665,1.2
51211,10,09009141300,679,274,216,88,440,CT,Connecticut,6665,10.2
43723,9,09009154100,126,37,31,57,55,CT,Connecticut,8007,1.6
51232,10,09009154100,126,37,31,57,55,CT,Connecticut,8007,1.6
43732,9,09009165400,8,2,0,1,1,CT,Connecticut,5504,0.1
51241,10,09009165400,8,2,0,1,1,CT,Connecticut,5504,0.1
43734,9,09009167300,16,3,6,1,4,CT,Connecticut,7602,0.2
51244,10,09009167300,16,3,6,1,4,CT,Connecticut,7602,0.2
43738,9,09009180500,408,290,19,72,171,CT,Connecticut,4386,9.3
51248,10,09009180500,408,290,19,72,171,CT,Connecticut,4386,9.3
43776,9,09011705400,8,1,1,6,3,CT,Connecticut,2786,0.3
51287,10,09011705400,8,1,1,6,3,CT,Connecticut,2786,0.3
43784,9,10001040201,13,0,1,1,1,DE,Delaware,5446,0.2
51296,10,10001040201,13,0,1,1,1,DE,Delaware,5446,0.2
43796,9,10001042900,4,3,0,1,2,DE,Delaware,5105,0.1
51309,10,10001042900,4,3,0,1,2,DE,Delaware,5105,0.1
43800,9,10003000900,250,4,218,16,131,DE,Delaware,2267,11.0
51313,10,10003000900,250,4,218,16,131,DE,Delaware,2267,11.0
43806,9,10003010502,197,30,133,25,86,DE,Delaware,5779,3.4
51320,10,10003010502,197,30,133,25,86,DE,Delaware,5779,3.4
43877,9,11001005800,120,91,13,3,146,DC,District of Columbia,3817,3.1
51396,10,11001005800,290,220,23,6,346,DC,District of Columbia,3817,7.6
43887,9,11001011000,12,2,3,6,1,DC,District of Columbia,4177,0.3
51406,10,11001011000,28,2,8,14,6,DC,District of Columbia,4177,0.7
43899,9,12005001000,9,1,4,0,1,FL,Florida,1945,0.5
51418,10,12005001000,123,54,40,17,56,FL,Florida,1945,6.3
43983,9,12009071100,3,0,0,3,2,FL,Florida,4394,0.1
51504,10,12009071100,3,0,0,3,2,FL,Florida,4394,0.1
43996,9,12011010306,484,321,28,57,375,FL,Florida,2677,18.1
51517,10,12011010306,484,321,28,57,375,FL,Florida,2677,18.1
44004,9,12011010502,475,175,68,63,199,FL,Florida,3765,12.6
51525,10,12011010502,475,175,68,63,199,FL,Florida,3765,12.6
44008,9,12011010605,1066,570,147,217,351,FL,Florida,6410,16.6
51531,10,12011010605,1167,632,152,234,384,FL,Florida,6410,18.2
44009,9,12011010606,907,334,121,243,399,FL,Florida,6984,13.0
51532,10,12011010606,1380,513,174,404,619,FL,Florida,6984,19.8
44011,9,12011010609,739,393,108,164,299,FL,Florida,4959,14.9
51534,10,12011010609,739,393,108,164,299,FL,Florida,4959,14.9
44012,9,12011010610,250,128,30,56,94,FL,Florida,6879,3.6
51535,10,12011010610,371,185,36,91,158,FL,Florida,6879,5.4
44045,9,12011020324,362,138,62,125,144,FL,Florida,7291,5.0
51570,10,12011020324,7027,2105,1762,2510,2925,FL,Florida,7291,96.4
44053,9,12011020411,6888,2318,2065,2001,2904,FL,Florida,6971,98.8
51578,10,12011020411,6971,2326,2097,2045,2931,FL,Florida,6971,100.0
44054,9,12011020412,4014,161,2693,1030,1204,FL,Florida,4014,100.0
51579,10,12011020412,4014,161,2693,1030,1204,FL,Florida,4014,100.0
44062,9,12011030401,156,2,138,12,43,FL,Florida,3269,4.8
51589,10,12011030401,346,4,310,22,100,FL,Florida,3269,10.6
44434,9,12021010408,1362,946,60,287,489,FL,Florida,3201,42.5
51963,10,12021010408,2178,1480,81,510,801,FL,Florida,3201,68.0
44445,9,12021010420,638,146,137,341,218,FL,Florida,6691,9.5
51974,10,12021010420,5417,856,877,3555,1603,FL,Florida,6691,81.0
44486,9,12031001300,25,12,13,1,17,FL,Florida,3937,0.6
52015,10,12031001300,25,12,13,1,17,FL,Florida,3937,0.6
44547,9,12031014326,58,50,1,1,21,FL,Florida,10723,0.5
52077,10,12031014326,58,50,1,1,21,FL,Florida,10723,0.5
44590,9,12033001001,21,12,3,3,8,FL,Florida,6063,0.3
52122,10,12033001001,89,68,3,12,34,FL,Florida,6063,1.5
44603,9,12033002605,522,345,85,30,202,FL,Florida,5061,10.3
52136,10,12033002605,522,345,85,30,202,FL,Florida,5061,10.3
44607,9,12033003306,222,159,36,6,92,FL,Florida,7352,3.0
52140,10,12033003306,222,159,36,6,92,FL,Florida,7352,3.0
44622,9,12035060207,17,15,1,0,6,FL,Florida,6971,0.2
52155,10,12035060207,17,15,1,0,6,FL,Florida,6971,0.2
44635,9,12053040701,6,6,0,0,4,FL,Florida,7830,0.1
52168,10,12053040701,6,6,0,0,4,FL,Florida,7830,0.1
44684,9,12057006801,195,129,15,17,85,FL,Florida,4834,4.0
52218,10,12057006801,921,631,58,100,484,FL,Florida,4834,19.1
44805,9,12071001101,12,2,6,5,1,FL,Florida,3922,0.3
52341,10,12071001101,12,2,6,5,1,FL,Florida,3922,0.3
44806,9,12071001401,805,345,261,157,433,FL,Florida,5832,13.8
52343,10,12071001401,1596,517,404,576,901,FL,Florida,5832,27.4
44833,9,12071010203,42,33,3,4,7,FL,Florida,7510,0.6
52371,10,12071010203,758,483,43,211,420,FL,Florida,7510,10.1
44834,9,12071010204,484,395,6,64,339,FL,Florida,13893,3.5
52372,10,12071010204,484,395,6,64,339,FL,Florida,13893,3.5
44862,9,12071020501,976,933,2,27,754,FL,Florida,3125,31.2
52400,10,12071020501,1917,1727,18,109,1372,FL,Florida,3125,61.3
44866,9,12071020800,30,21,0,9,13,FL,Florida,4064,0.7
52404,10,12071020800,42,32,0,9,16,FL,Florida,4064,1.0
44884,9,12071050208,190,122,8,55,77,FL,Florida,6142,3.1
52424,10,12071050208,362,232,13,97,153,FL,Florida,6142,5.9
44885,9,12071050209,39,19,0,12,13,FL,Florida,10548,0.4
52425,10,12071050209,151,108,0,33,61,FL,Florida,10548,1.4
44887,9,12071050307,238,225,0,8,218,FL,Florida,4627,5.1
52428,10,12071050307,290,268,2,10,270,FL,Florida,4627,6.3
44913,9,12075970302,19,18,0,1,11,FL,Florida,6590,0.3
52454,10,12075970302,70,62,0,4,50,FL,Florida,6590,1.1
45000,9,12085001404,20,12,0,6,7,FL,Florida,6252,0.3
52541,10,12085001404,348,293,2,19,124,FL,Florida,6252,5.6
45052,9,12086000405,576,13,468,81,157,FL,Florida,4433,13.0
52594,10,12086000405,3986,98,2785,1073,1102,FL,Florida,4433,89.9
45054,9,12086000409,421,3,267,141,131,FL,Florida,4464,9.4
52596,10,12086000409,4442,61,3100,1231,1324,FL,Florida,4464,99.5
45055,9,12086000410,414,8,297,119,137,FL,Florida,3861,10.7
52597,10,12086000410,3830,77,2616,1116,1159,FL,Florida,3861,99.2
45113,9,12086001801,440,18,252,167,179,FL,Florida,3924,11.2
52655,10,12086001801,3924,81,2531,1321,1430,FL,Florida,3924,100.0
45203,9,12086005407,286,34,6,248,159,FL,Florida,2535,11.3
52747,10,12086005407,1371,90,15,1262,602,FL,Florida,2535,54.1
45208,9,12086005600,541,43,1,476,195,FL,Florida,4576,11.8
52752,10,12086005600,4055,281,33,3654,1608,FL,Florida,4576,88.6
45230,9,12086006403,942,85,13,824,423,FL,Florida,3202,29.4
52774,10,12086006403,3202,335,57,2753,1394,FL,Florida,3202,100.0
45233,9,12086006504,868,140,5,698,408,FL,Florida,2120,40.9
52777,10,12086006504,2120,276,21,1750,909,FL,Florida,2120,100.0
45618,9,12099000903,265,217,3,33,173,FL,Florida,5357,4.9
53164,10,12099000903,666,511,22,80,386,FL,Florida,5357,12.4
45622,9,12099001003,81,33,18,14,35,FL,Florida,4607,1.8
53168,10,12099001003,134,68,21,21,59,FL,Florida,4607,2.9
45629,9,12099001404,149,11,128,7,48,FL,Florida,4148,3.6
53175,10,12099001404,250,17,213,12,84,FL,Florida,4148,6.0
45634,9,12099001904,362,152,108,80,188,FL,Florida,3285,11.0
53181,10,12099001904,362,152,108,80,188,FL,Florida,3285,11.0
45635,9,12099001908,365,99,160,68,128,FL,Florida,7504,4.9
53182,10,12099001908,627,188,250,117,266,FL,Florida,7504,8.4
45636,9,12099001914,201,120,25,40,120,FL,Florida,2261,8.9
53183,10,12099001914,201,120,25,40,120,FL,Florida,2261,8.9
45637,9,12099001915,854,352,219,169,466,FL,Florida,6690,12.8
53184,10,12099001915,854,352,219,169,466,FL,Florida,6690,12.8
45641,9,12099002800,227,37,40,138,92,FL,Florida,3873,5.9
53189,10,12099002800,245,44,44,143,103,FL,Florida,3873,6.3
45642,9,12099002900,296,3,4,288,64,FL,Florida,6079,4.9
53190,10,12099002900,658,24,5,627,155,FL,Florida,6079,10.8
45659,9,12099004500,38,9,4,15,12,FL,Florida,7652,0.5
53208,10,12099004500,1984,204,652,1068,732,FL,Florida,7652,25.9
45662,9,12099004903,1682,93,843,746,454,FL,Florida,5266,31.9
53211,10,12099004903,1682,93,843,746,454,FL,Florida,5266,31.9
45672,9,12099005502,296,111,139,34,101,FL,Florida,6371,4.6
53223,10,12099005502,374,139,157,53,138,FL,Florida,6371,5.9
45680,9,12099005815,182,80,38,56,57,FL,Florida,4320,4.2
53231,10,12099005815,518,230,101,151,169,FL,Florida,4320,12.0
45695,9,12099006602,7,2,0,2,2,FL,Florida,3485,0.2
53248,10,12099006602,61,49,3,6,23,FL,Florida,3485,1.8
45737,9,12099007618,236,190,6,9,137,FL,Florida,5091,4.6
53290,10,12099007618,236,190,6,9,137,FL,Florida,5091,4.6
45740,9,12099007733,992,546,59,265,371,FL,Florida,3166,31.3
53293,10,12099007733,1034,560,65,280,381,FL,Florida,3166,32.7
45741,9,12099007735,508,295,49,96,159,FL,Florida,5880,8.6
53294,10,12099007735,508,295,49,96,159,FL,Florida,5880,8.6
45743,9,12099007739,1113,637,66,262,495,FL,Florida,3230,34.5
53296,10,12099007739,1113,637,66,262,495,FL,Florida,3230,34.5
45744,9,12099007766,737,233,77,237,298,FL,Florida,4358,16.9
53297,10,12099007766,897,308,80,271,378,FL,Florida,4358,20.6
45793,9,12101031404,43,21,6,12,10,FL,Florida,4225,1.0
53347,10,12101031404,150,98,6,32,54,FL,Florida,4225,3.6
45809,9,12101031804,151,126,0,6,68,FL,Florida,4274,3.5
53363,10,12101031804,422,352,4,30,193,FL,Florida,4274,9.9
45850,9,12103024200,107,69,4,17,52,FL,Florida,5138,2.1
53404,10,12103024200,233,153,17,37,113,FL,Florida,5138,4.5
45881,9,12103024906,456,331,19,61,196,FL,Florida,4331,10.5
53435,10,12103024906,456,331,19,61,196,FL,Florida,4331,10.5
45893,9,12103025018,162,125,0,32,149,FL,Florida,2914,5.6
53447,10,12103025018,162,125,0,32,149,FL,Florida,2914,5.6
46067,9,12111380400,153,114,12,13,115,FL,Florida,6919,2.2
53621,10,12111380400,153,114,12,13,115,FL,Florida,6919,2.2
46113,9,12115000502,94,61,1,27,53,FL,Florida,3378,2.8
53671,10,12115000502,94,61,1,27,53,FL,Florida,3378,2.8
46193,9,12127081300,125,99,0,10,72,FL,Florida,2133,5.9
53751,10,12127081300,872,684,32,72,603,FL,Florida,2133,40.9
46246,9,12127091018,78,62,3,7,36,FL,Florida,7654,1.0
53805,10,12127091018,78,62,3,7,36,FL,Florida,7654,1.0
46359,9,15001020202,6,0,0,0,1,HI,Hawaii,2035,0.3
53919,10,15001020202,6,0,0,0,1,HI,Hawaii,2035,0.3
46411,9,15003004100,21,1,2,6,1,HI,Hawaii,4056,0.5
53973,10,15003004100,172,37,5,15,116,HI,Hawaii,4056,4.2
46426,9,15003008001,612,29,4,40,156,HI,Hawaii,2664,23.0
53988,10,15003008001,612,29,4,40,156,HI,Hawaii,2664,23.0
46427,9,15003008002,126,10,0,7,60,HI,Hawaii,2897,4.3
53989,10,15003008002,126,10,0,7,60,HI,Hawaii,2897,4.3
46454,9,15003010505,364,126,1,26,149,HI,Hawaii,3521,10.3
54016,10,15003010505,580,189,1,33,243,HI,Hawaii,3521,16.5
46473,9,15003940002,479,21,5,62,165,HI,Hawaii,6872,7.0
54035,10,15003940002,489,21,5,63,168,HI,Hawaii,6872,7.1
46495,9,15009030501,6,1,0,3,5,HI,Hawaii,2493,0.2
54057,10,15009030501,103,27,0,9,49,HI,Hawaii,2493,4.1
46500,9,15009030902,69,21,0,17,20,HI,Hawaii,3428,2.0
54062,10,15009030902,69,21,0,17,20,HI,Hawaii,3428,2.0
46502,9,15009031101,682,115,8,69,289,HI,Hawaii,8081,8.4
54064,10,15009031101,682,115,8,69,289,HI,Hawaii,8081,8.4
46523,9,22005030204,11,5,0,1,2,LA,Louisiana,12833,0.1
54086,10,22005030204,11,5,0,1,2,LA,Louisiana,12833,0.1
46577,9,22033004006,270,243,11,8,117,LA,Louisiana,9239,2.9
54145,10,22033004006,270,243,11,8,117,LA,Louisiana,9239,2.9
46621,9,22057020100,687,388,248,30,338,LA,Louisiana,2921,23.5
54192,10,22057020100,1964,1323,498,79,1060,LA,Louisiana,2921,67.2
46691,9,22097961800,11,11,0,0,8,LA,Louisiana,7822,0.1
54265,10,22097961800,11,11,0,0,8,LA,Louisiana,7822,0.1
46707,9,22101040600,3,2,0,1,1,LA,Louisiana,4339,0.1
54281,10,22101040600,3,2,0,1,1,LA,Louisiana,4339,0.1
46717,9,22103040102,2,2,0,0,1,LA,Louisiana,9846,0.0
54291,10,22103040102,2,2,0,0,1,LA,Louisiana,9846,0.0
46736,9,22103041003,116,61,7,23,39,LA,Louisiana,5738,2.0
54310,10,22103041003,116,61,7,23,39,LA,Louisiana,5738,2.0
46737,9,22103041004,292,213,50,15,109,LA,Louisiana,4517,6.5
54311,10,22103041004,373,261,66,20,132,LA,Louisiana,4517,8.3
46837,9,23013970700,107,107,0,0,108,ME,Maine,4410,2.4
54413,10,23013970700,107,107,0,0,108,ME,Maine,4410,2.4
46876,9,23031025202,110,83,9,2,44,ME,Maine,7770,1.4
54453,10,23031025202,110,83,9,2,44,ME,Maine,7770,1.4
46878,9,23031026000,84,72,0,0,33,ME,Maine,4277,2.0
54455,10,23031026000,84,72,0,0,33,ME,Maine,4277,2.0
46908,9,24003730100,21,10,1,8,8,MD,Maryland,14637,0.1
54485,10,24003730100,3601,2841,289,205,1522,MD,Maryland,14637,24.6
46934,9,24003751102,42,19,7,8,8,MD,Maryland,4214,1.0
54511,10,24003751102,42,19,7,8,8,MD,Maryland,4214,1.0
46948,9,24005450200,38,19,5,3,12,MD,Maryland,3415,1.1
54526,10,24005450200,38,19,5,3,12,MD,Maryland,3415,1.1
46953,9,24005450504,104,55,31,9,49,MD,Maryland,5452,1.9
54531,10,24005450504,104,55,31,9,49,MD,Maryland,5452,1.9
46969,9,24005452300,31,18,0,10,8,MD,Maryland,3334,0.9
54547,10,24005452300,31,18,0,10,8,MD,Maryland,3334,0.9
47116,9,24510250207,12,3,3,4,4,MD,Maryland,2003,0.6
54700,10,24510250207,2003,95,1615,187,924,MD,Maryland,2003,100.0
47118,9,24510250401,37,1,19,13,28,MD,Maryland,3597,1.0
54702,10,24510250401,37,1,19,13,28,MD,Maryland,3597,1.0
47181,9,25005641000,21,5,2,4,1,MA,Massachusetts,2407,0.9
54766,10,25005641000,21,5,2,4,1,MA,Massachusetts,2407,0.9
47209,9,25005654200,8,8,0,0,4,MA,Massachusetts,3352,0.2
54794,10,25005654200,69,64,0,1,64,MA,Massachusetts,3352,2.1
47238,9,25009206800,237,53,102,80,124,MA,Massachusetts,4425,5.4
54825,10,25009206800,237,53,102,80,124,MA,Massachusetts,4425,5.4
47250,9,25009211300,41,36,0,5,20,MA,Massachusetts,6916,0.6
54837,10,25009211300,80,69,0,7,35,MA,Massachusetts,6916,1.2
47259,9,25009220102,22,16,0,6,13,MA,Massachusetts,2978,0.7
54846,10,25009220102,22,16,0,6,13,MA,Massachusetts,2978,0.7
47274,9,25009260301,46,40,0,3,25,MA,Massachusetts,4703,1.0
54862,10,25009260301,85,53,1,17,36,MA,Massachusetts,4703,1.8
47306,9,25017342101,1543,518,230,450,554,MA,Massachusetts,5028,30.7
54899,10,25017342101,1543,518,230,450,554,MA,Massachusetts,5028,30.7
47308,9,25017342201,6274,2012,1125,1692,2141,MA,Massachusetts,6274,100.0
54901,10,25017342201,6274,2012,1125,1692,2141,MA,Massachusetts,6274,100.0
47309,9,25017342202,2454,799,417,636,914,MA,Massachusetts,4208,58.3
54902,10,25017342202,2454,799,417,636,914,MA,Massachusetts,4208,58.3
47316,9,25017350200,114,65,11,16,51,MA,Massachusetts,6559,1.7
54909,10,25017350200,114,65,11,16,51,MA,Massachusetts,6559,1.7
47319,9,25017351000,245,154,7,17,135,MA,Massachusetts,7120,3.4
54912,10,25017351000,323,204,7,28,169,MA,Massachusetts,7120,4.5
47322,9,25017351403,55,22,9,9,15,MA,Massachusetts,4009,1.4
54915,10,25017351403,188,92,20,37,56,MA,Massachusetts,4009,4.7
47344,9,25017353800,228,145,3,19,139,MA,Massachusetts,5021,4.5
54937,10,25017353800,228,145,3,19,139,MA,Massachusetts,5021,4.5
47351,9,25017354800,104,54,10,15,39,MA,Massachusetts,2323,4.5
54944,10,25017354800,104,54,10,15,39,MA,Massachusetts,2323,4.5
47514,9,25025160200,4154,393,182,3475,1343,MA,Massachusetts,4154,100.0
55109,10,25025160200,4154,393,182,3475,1343,MA,Massachusetts,4154,100.0
47622,9,33017080203,2,0,1,0,2,NH,New Hampshire,5600,0.0
55222,10,33017080203,2,0,1,0,2,NH,New Hampshire,5600,0.0
47749,9,34005700702,19,4,3,7,2,NJ,New Jersey,2458,0.8
55350,10,34005700702,19,4,3,7,2,NJ,New Jersey,2458,0.8
47753,9,34005701001,12,4,4,1,2,NJ,New Jersey,5013,0.2
55354,10,34005701001,12,4,4,1,2,NJ,New Jersey,5013,0.2
47786,9,34007600800,119,4,58,67,49,NJ,New Jersey,4805,2.5
55388,10,34007600800,139,6,63,78,50,NJ,New Jersey,4805,2.9
47892,9,34013009600,12,0,0,7,1,NJ,New Jersey,5577,0.2
55501,10,34013009600,12,0,0,7,1,NJ,New Jersey,5577,0.2
47954,9,34017010300,25,1,9,15,1,NJ,New Jersey,3131,0.8
55566,10,34017010300,25,1,9,15,1,NJ,New Jersey,3131,0.8
