,rise,geoid_tract,U7B001,U7C005,U7B004,U7C002,U7G001,state_code,state_name,U7B001_total,U7B001_percentage
37529,8,12057013704,783,527,93,100,304,FL,Florida,8732,9.0
44749,9,12057013704,1627,745,344,454,724,FL,Florida,8732,18.6
52284,10,12057013704,1716,796,347,480,769,FL,Florida,8732,19.7
735,1,12057013801,1257,377,165,703,469,FL,Florida,2523,49.8
4079,2,12057013801,1408,446,173,769,528,FL,Florida,2523,55.8
8131,3,12057013801,1598,543,183,830,620,FL,Florida,2523,63.3
12897,4,12057013801,1815,666,189,915,717,FL,Florida,2523,71.9
18269,5,12057013801,2182,800,195,1136,844,FL,Florida,2523,86.5
24207,6,12057013801,2432,924,196,1240,915,FL,Florida,2523,96.4
30651,7,12057013801,2510,957,198,1280,946,FL,Florida,2523,99.5
37530,8,12057013801,2523,964,200,1280,949,FL,Florida,2523,100.0
44750,9,12057013801,2523,964,200,1280,949,FL,Florida,2523,100.0
52285,10,12057013801,2523,964,200,1280,949,FL,Florida,2523,100.0
736,1,12057013804,1220,391,345,395,408,FL,Florida,10972,11.1
4080,2,12057013804,1399,438,422,435,469,FL,Florida,10972,12.8
8132,3,12057013804,1399,438,422,435,469,FL,Florida,10972,12.8
12898,4,12057013804,1639,481,492,536,553,FL,Florida,10972,14.9
18270,5,12057013804,1639,481,492,536,553,FL,Florida,10972,14.9
24210,6,12057013804,1639,481,492,536,553,FL,Florida,10972,14.9
30654,7,12057013804,2318,792,553,828,819,FL,Florida,10972,21.1
37533,8,12057013804,2318,792,553,828,819,FL,Florida,10972,21.1
44753,9,12057013804,2318,792,553,828,819,FL,Florida,10972,21.1
52288,10,12057013804,4964,1481,1488,1708,1656,FL,Florida,10972,45.2
737,1,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
4081,2,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
8133,3,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
12899,4,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
18271,5,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
24211,6,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
30655,7,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
37534,8,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
44754,9,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
52289,10,12057013908,366,229,34,61,207,FL,Florida,10392,3.5
738,1,12057013913,542,345,114,62,268,FL,Florida,14160,3.8
4082,2,12057013913,542,345,114,62,268,FL,Florida,14160,3.8
8134,3,12057013913,619,410,117,69,311,FL,Florida,14160,4.4
12900,4,12057013913,619,410,117,69,311,FL,Florida,14160,4.4
18272,5,12057013913,619,410,117,69,311,FL,Florida,14160,4.4
24212,6,12057013913,619,410,117,69,311,FL,Florida,14160,4.4
30656,7,12057013913,619,410,117,69,311,FL,Florida,14160,4.4
37535,8,12057013913,619,410,117,69,311,FL,Florida,14160,4.4
44755,9,12057013913,619,410,117,69,311,FL,Florida,14160,4.4
52290,10,12057013913,767,455,158,134,356,FL,Florida,14160,5.4
739,1,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
4083,2,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
8135,3,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
12901,4,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
18273,5,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
24213,6,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
30657,7,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
37536,8,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
44756,9,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
52291,10,12057013918,55,34,1,14,18,FL,Florida,1947,2.8
740,1,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
4084,2,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
8136,3,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
12902,4,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
18274,5,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
24214,6,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
30658,7,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
37537,8,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
44757,9,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
52292,10,12057013919,89,33,18,27,30,FL,Florida,8010,1.1
741,1,12057013923,989,789,22,104,337,FL,Florida,11022,9.0
4085,2,12057013923,989,789,22,104,337,FL,Florida,11022,9.0
8137,3,12057013923,989,789,22,104,337,FL,Florida,11022,9.0
12903,4,12057013923,989,789,22,104,337,FL,Florida,11022,9.0
18275,5,12057013923,989,789,22,104,337,FL,Florida,11022,9.0
24215,6,12057013923,989,789,22,104,337,FL,Florida,11022,9.0
30659,7,12057013923,989,789,22,104,337,FL,Florida,11022,9.0
37538,8,12057013923,989,789,22,104,337,FL,Florida,11022,9.0
44758,9,12057013923,989,789,22,104,337,FL,Florida,11022,9.0
52293,10,12057013923,1073,848,25,115,357,FL,Florida,11022,9.7
742,1,12057014002,86,73,2,10,54,FL,Florida,2969,2.9
4086,2,12057014002,86,73,2,10,54,FL,Florida,2969,2.9
8138,3,12057014002,98,83,2,12,84,FL,Florida,2969,3.3
12904,4,12057014002,251,151,3,96,149,FL,Florida,2969,8.5
18276,5,12057014002,521,409,9,101,339,FL,Florida,2969,17.5
24216,6,12057014002,2969,1867,25,1004,1809,FL,Florida,2969,100.0
30660,7,12057014002,2969,1867,25,1004,1809,FL,Florida,2969,100.0
37539,8,12057014002,2969,1867,25,1004,1809,FL,Florida,2969,100.0
44759,9,12057014002,2969,1867,25,1004,1809,FL,Florida,2969,100.0
52294,10,12057014002,2969,1867,25,1004,1809,FL,Florida,2969,100.0
743,1,12057014003,34,21,1,7,10,FL,Florida,1553,2.2
4087,2,12057014003,34,21,1,7,10,FL,Florida,1553,2.2
8139,3,12057014003,34,21,1,7,10,FL,Florida,1553,2.2
12905,4,12057014003,34,21,1,7,10,FL,Florida,1553,2.2
18277,5,12057014003,34,21,1,7,10,FL,Florida,1553,2.2
24217,6,12057014003,34,21,1,7,10,FL,Florida,1553,2.2
30661,7,12057014003,34,21,1,7,10,FL,Florida,1553,2.2
37540,8,12057014003,34,21,1,7,10,FL,Florida,1553,2.2
44760,9,12057014003,34,21,1,7,10,FL,Florida,1553,2.2
52295,10,12057014003,184,160,1,17,64,FL,Florida,1553,11.8
744,1,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
4088,2,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
8140,3,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
12906,4,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
18278,5,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
24218,6,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
30662,7,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
37541,8,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
44761,9,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
52296,10,12057014007,226,64,74,43,72,FL,Florida,11002,2.1
745,1,12057014008,98,88,5,3,60,FL,Florida,3684,2.7
4089,2,12057014008,98,88,5,3,60,FL,Florida,3684,2.7
8141,3,12057014008,98,88,5,3,60,FL,Florida,3684,2.7
12907,4,12057014008,98,88,5,3,60,FL,Florida,3684,2.7
18279,5,12057014008,98,88,5,3,60,FL,Florida,3684,2.7
24219,6,12057014008,98,88,5,3,60,FL,Florida,3684,2.7
30663,7,12057014008,290,270,8,6,193,FL,Florida,3684,7.9
37542,8,12057014008,290,270,8,6,193,FL,Florida,3684,7.9
44762,9,12057014008,350,322,10,10,223,FL,Florida,3684,9.5
52297,10,12057014008,350,322,10,10,223,FL,Florida,3684,9.5
746,1,12057014010,202,187,2,4,146,FL,Florida,2630,7.7
4090,2,12057014010,202,187,2,4,146,FL,Florida,2630,7.7
8142,3,12057014010,202,187,2,4,146,FL,Florida,2630,7.7
12908,4,12057014010,202,187,2,4,146,FL,Florida,2630,7.7
18280,5,12057014010,202,187,2,4,146,FL,Florida,2630,7.7
24220,6,12057014010,202,187,2,4,146,FL,Florida,2630,7.7
30664,7,12057014010,202,187,2,4,146,FL,Florida,2630,7.7
37543,8,12057014010,202,187,2,4,146,FL,Florida,2630,7.7
44763,9,12057014010,202,187,2,4,146,FL,Florida,2630,7.7
52298,10,12057014010,257,233,5,10,183,FL,Florida,2630,9.8
747,1,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
4091,2,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
8143,3,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
12909,4,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
18281,5,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
24221,6,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
30665,7,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
37544,8,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
44764,9,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
52299,10,12057014011,96,90,4,2,82,FL,Florida,3707,2.6
748,1,12057014104,405,361,0,32,281,FL,Florida,1996,20.3
4093,2,12057014104,575,502,4,52,398,FL,Florida,1996,28.8
8145,3,12057014104,876,785,4,67,788,FL,Florida,1996,43.9
12912,4,12057014104,1225,1069,7,107,1125,FL,Florida,1996,61.4
18284,5,12057014104,1408,1232,8,125,1292,FL,Florida,1996,70.5
24224,6,12057014104,1996,1644,20,275,1731,FL,Florida,1996,100.0
30668,7,12057014104,1996,1644,20,275,1731,FL,Florida,1996,100.0
37547,8,12057014104,1996,1644,20,275,1731,FL,Florida,1996,100.0
44767,9,12057014104,1996,1644,20,275,1731,FL,Florida,1996,100.0
52302,10,12057014104,1996,1644,20,275,1731,FL,Florida,1996,100.0
749,1,12057014108,465,147,176,122,161,FL,Florida,6180,7.5
4094,2,12057014108,1252,791,191,232,580,FL,Florida,6180,20.3
8147,3,12057014108,1797,1095,206,417,838,FL,Florida,6180,29.1
12914,4,12057014108,2351,1337,232,685,1053,FL,Florida,6180,38.0
18286,5,12057014108,2853,1543,245,947,1218,FL,Florida,6180,46.2
24226,6,12057014108,3408,1741,287,1214,1448,FL,Florida,6180,55.1
30670,7,12057014108,3753,1890,294,1383,1590,FL,Florida,6180,60.7
37549,8,12057014108,4280,2030,368,1684,1763,FL,Florida,6180,69.3
44769,9,12057014108,5177,2186,404,2371,2031,FL,Florida,6180,83.8
52304,10,12057014108,5269,2207,407,2436,2056,FL,Florida,6180,85.3
750,1,12057014109,1287,565,407,244,414,FL,Florida,8312,15.5
4095,2,12057014109,1415,625,457,261,457,FL,Florida,8312,17.0
8148,3,12057014109,1415,625,457,261,457,FL,Florida,8312,17.0
12915,4,12057014109,1604,704,516,296,518,FL,Florida,8312,19.3
18287,5,12057014109,1805,809,527,366,631,FL,Florida,8312,21.7
24227,6,12057014109,1879,838,528,395,658,FL,Florida,8312,22.6
30671,7,12057014109,1875,839,532,386,655,FL,Florida,8312,22.6
37550,8,12057014109,1907,846,533,406,662,FL,Florida,8312,22.9
44770,9,12057014109,1907,846,533,406,662,FL,Florida,8312,22.9
52305,10,12057014109,1960,862,539,430,678,FL,Florida,8312,23.6
751,1,12057014117,123,80,9,18,50,FL,Florida,3374,3.6
4096,2,12057014117,160,96,9,27,59,FL,Florida,3374,4.7
8149,3,12057014117,160,96,9,27,59,FL,Florida,3374,4.7
12916,4,12057014117,637,474,14,82,270,FL,Florida,3374,18.9
18288,5,12057014117,3374,2697,91,351,1680,FL,Florida,3374,100.0
24228,6,12057014117,3374,2697,91,351,1680,FL,Florida,3374,100.0
30672,7,12057014117,3374,2697,91,351,1680,FL,Florida,3374,100.0
37551,8,12057014117,3374,2697,91,351,1680,FL,Florida,3374,100.0
44771,9,12057014117,3374,2697,91,351,1680,FL,Florida,3374,100.0
52306,10,12057014117,3374,2697,91,351,1680,FL,Florida,3374,100.0
752,1,12057014118,1773,1477,26,141,867,FL,Florida,4172,42.5
4097,2,12057014118,1956,1642,30,152,973,FL,Florida,4172,46.9
8150,3,12057014118,1956,1642,30,152,973,FL,Florida,4172,46.9
12917,4,12057014118,2074,1724,30,173,1017,FL,Florida,4172,49.7
18289,5,12057014118,2233,1832,30,209,1079,FL,Florida,4172,53.5
24229,6,12057014118,3123,2578,49,267,1471,FL,Florida,4172,74.9
30673,7,12057014118,3123,2578,49,267,1471,FL,Florida,4172,74.9
37552,8,12057014118,4144,3502,75,314,2114,FL,Florida,4172,99.3
44772,9,12057014118,4172,3522,77,317,2126,FL,Florida,4172,100.0
52307,10,12057014118,4172,3522,77,317,2126,FL,Florida,4172,100.0
753,1,12057014119,1244,830,103,217,500,FL,Florida,9651,12.9
4098,2,12057014119,1348,894,125,232,537,FL,Florida,9651,14.0
8151,3,12057014119,1560,1010,157,277,616,FL,Florida,9651,16.2
12918,4,12057014119,1560,1010,157,277,616,FL,Florida,9651,16.2
18290,5,12057014119,1560,1010,157,277,616,FL,Florida,9651,16.2
24230,6,12057014119,1570,1019,157,277,624,FL,Florida,9651,16.3
30674,7,12057014119,2037,1321,218,350,800,FL,Florida,9651,21.1
37553,8,12057014119,2037,1321,218,350,800,FL,Florida,9651,21.1
44773,9,12057014119,2157,1369,243,378,834,FL,Florida,9651,22.4
52308,10,12057014119,2157,1369,243,378,834,FL,Florida,9651,22.4
754,1,12057014121,1483,877,229,265,690,FL,Florida,5812,25.5
4099,2,12057014121,1483,877,229,265,690,FL,Florida,5812,25.5
8152,3,12057014121,1779,1096,234,329,943,FL,Florida,5812,30.6
12919,4,12057014121,4770,2811,721,864,2113,FL,Florida,5812,82.1
18291,5,12057014121,5392,3087,835,1071,2336,FL,Florida,5812,92.8
24231,6,12057014121,5812,3388,863,1128,2528,FL,Florida,5812,100.0
30675,7,12057014121,5812,3388,863,1128,2528,FL,Florida,5812,100.0
37554,8,12057014121,5812,3388,863,1128,2528,FL,Florida,5812,100.0
44774,9,12057014121,5812,3388,863,1128,2528,FL,Florida,5812,100.0
52309,10,12057014121,5812,3388,863,1128,2528,FL,Florida,5812,100.0
755,1,12057014122,596,212,215,140,205,FL,Florida,8512,7.0
4100,2,12057014122,596,212,215,140,205,FL,Florida,8512,7.0
8153,3,12057014122,1017,333,339,285,365,FL,Florida,8512,11.9
12920,4,12057014122,1057,334,342,310,369,FL,Florida,8512,12.4
18292,5,12057014122,1811,544,602,540,623,FL,Florida,8512,21.3
24232,6,12057014122,1904,572,625,569,654,FL,Florida,8512,22.4
30676,7,12057014122,2391,721,784,725,847,FL,Florida,8512,28.1
37555,8,12057014122,3252,1019,1059,951,1184,FL,Florida,8512,38.2
44775,9,12057014122,3556,1137,1136,1028,1293,FL,Florida,8512,41.8
52310,10,12057014122,4333,1388,1377,1244,1558,FL,Florida,8512,50.9
756,1,12061050301,1892,1341,337,165,1220,FL,Florida,5057,37.4
4101,2,12061050301,1927,1369,337,170,1236,FL,Florida,5057,38.1
8155,3,12061050301,2223,1652,337,179,1436,FL,Florida,5057,44.0
12922,4,12061050301,2334,1759,337,182,1481,FL,Florida,5057,46.2
18294,5,12061050301,2788,2192,341,192,1893,FL,Florida,5057,55.1
24234,6,12061050301,3613,2948,345,223,2559,FL,Florida,5057,71.4
30678,7,12061050301,3774,3103,345,230,2664,FL,Florida,5057,74.6
37557,8,12061050301,4015,3295,377,241,2714,FL,Florida,5057,79.4
44777,9,12061050301,4216,3450,390,263,2893,FL,Florida,5057,83.4
52312,10,12061050301,4338,3557,391,271,2961,FL,Florida,5057,85.8
757,1,12061050401,297,285,1,6,226,FL,Florida,3589,8.3
4102,2,12061050401,297,285,1,6,226,FL,Florida,3589,8.3
8156,3,12061050401,664,527,34,77,422,FL,Florida,3589,18.5
12923,4,12061050401,1394,1085,70,165,940,FL,Florida,3589,38.8
18295,5,12061050401,1381,1059,73,162,920,FL,Florida,3589,38.5
24235,6,12061050401,2552,1598,339,445,1531,FL,Florida,3589,71.1
30679,7,12061050401,2920,1810,411,513,1744,FL,Florida,3589,81.4
37558,8,12061050401,3048,1888,428,532,1813,FL,Florida,3589,84.9
44778,9,12061050401,3057,1890,430,537,1814,FL,Florida,3589,85.2
52313,10,12061050401,3252,2032,445,573,2030,FL,Florida,3589,90.6
758,1,12061050501,1220,1149,6,24,821,FL,Florida,6069,20.1
4103,2,12061050501,1600,1523,6,27,1084,FL,Florida,6069,26.4
8158,3,12061050501,1891,1802,6,33,1276,FL,Florida,6069,31.2
12925,4,12061050501,6069,5731,15,137,4671,FL,Florida,6069,100.0
18297,5,12061050501,6069,5731,15,137,4671,FL,Florida,6069,100.0
24237,6,12061050501,6069,5731,15,137,4671,FL,Florida,6069,100.0
30681,7,12061050501,6069,5731,15,137,4671,FL,Florida,6069,100.0
37560,8,12061050501,6069,5731,15,137,4671,FL,Florida,6069,100.0
44780,9,12061050501,6069,5731,15,137,4671,FL,Florida,6069,100.0
52315,10,12061050501,6069,5731,15,137,4671,FL,Florida,6069,100.0
759,1,12061050503,52,43,1,7,33,FL,Florida,5014,1.0
4104,2,12061050503,962,914,1,31,678,FL,Florida,5014,19.2
8159,3,12061050503,5014,4593,8,247,3283,FL,Florida,5014,100.0
12926,4,12061050503,5014,4593,8,247,3283,FL,Florida,5014,100.0
18298,5,12061050503,5014,4593,8,247,3283,FL,Florida,5014,100.0
24238,6,12061050503,5014,4593,8,247,3283,FL,Florida,5014,100.0
30682,7,12061050503,5014,4593,8,247,3283,FL,Florida,5014,100.0
37561,8,12061050503,5014,4593,8,247,3283,FL,Florida,5014,100.0
44781,9,12061050503,5014,4593,8,247,3283,FL,Florida,5014,100.0
52316,10,12061050503,5014,4593,8,247,3283,FL,Florida,5014,100.0
760,1,12061050504,80,74,0,2,50,FL,Florida,1588,5.0
4105,2,12061050504,80,74,0,2,50,FL,Florida,1588,5.0
8160,3,12061050504,1588,1476,1,66,1151,FL,Florida,1588,100.0
12927,4,12061050504,1588,1476,1,66,1151,FL,Florida,1588,100.0
18299,5,12061050504,1588,1476,1,66,1151,FL,Florida,1588,100.0
24239,6,12061050504,1588,1476,1,66,1151,FL,Florida,1588,100.0
30683,7,12061050504,1588,1476,1,66,1151,FL,Florida,1588,100.0
37562,8,12061050504,1588,1476,1,66,1151,FL,Florida,1588,100.0
44782,9,12061050504,1588,1476,1,66,1151,FL,Florida,1588,100.0
52317,10,12061050504,1588,1476,1,66,1151,FL,Florida,1588,100.0
761,1,12061050505,91,85,0,4,55,FL,Florida,3437,2.6
4106,2,12061050505,194,185,0,6,113,FL,Florida,3437,5.6
8161,3,12061050505,1721,1586,11,68,1252,FL,Florida,3437,50.1
12928,4,12061050505,3437,3204,16,116,2751,FL,Florida,3437,100.0
18300,5,12061050505,3437,3204,16,116,2751,FL,Florida,3437,100.0
24240,6,12061050505,3437,3204,16,116,2751,FL,Florida,3437,100.0
30684,7,12061050505,3437,3204,16,116,2751,FL,Florida,3437,100.0
37563,8,12061050505,3437,3204,16,116,2751,FL,Florida,3437,100.0
44783,9,12061050505,3437,3204,16,116,2751,FL,Florida,3437,100.0
52318,10,12061050505,3437,3204,16,116,2751,FL,Florida,3437,100.0
762,1,12061050601,469,418,13,18,451,FL,Florida,2808,16.7
4107,2,12061050601,1047,937,25,40,938,FL,Florida,2808,37.3
8162,3,12061050601,1047,937,25,40,938,FL,Florida,2808,37.3
12929,4,12061050601,1047,937,25,40,938,FL,Florida,2808,37.3
